energy, R, scale, proportional
0.36000, 0.12018, 7.71605, 0.927315
0.37000, 0.14244, 7.3046, 1.04047
0.38000, 0.16990, 6.92521, 1.17659
0.39000, 0.15662, 6.57462, 1.02972
0.40000, 0.17795, 6.25, 1.11219
0.41000, 0.21191, 5.94884, 1.26062
0.42000, 0.21045, 5.66893, 1.19303
0.43000, 0.26582, 5.40833, 1.43764
0.43800, 0.31445, 5.21257, 1.63909
0.44000, 0.27114, 5.16529, 1.40052
0.45000, 0.31856, 4.93827, 1.57314
0.46000, 0.29863, 4.7259, 1.41129
0.47000, 0.36269, 4.52694, 1.64187
0.48000, 0.41626, 4.34028, 1.80668
0.48300, 0.42434, 4.28653, 1.81895
0.50000, 0.47917, 4, 1.91668
0.51000, 0.53818, 3.84468, 2.06913
0.52000, 0.53441, 3.69822, 1.97637
0.53000, 0.64770, 3.55999, 2.3058
0.54000, 0.71278, 3.42936, 2.44438
0.55000, 0.76157, 3.30579, 2.51759
0.56000, 0.82466, 3.18878, 2.62966
0.58000, 0.98470, 2.97265, 2.92717
0.59938, 1.26713, 2.78353, 3.52709
0.60000, 1.27602, 2.77778, 3.5445
0.60240, 1.43430, 2.75569, 3.95248
0.61050, 1.44391, 2.68305, 3.87408
0.61250, 1.46919, 2.66556, 3.91621
0.62000, 1.56426, 2.60146, 4.06935
0.62050, 1.78021, 2.59727, 4.62368
0.62951, 1.83620, 2.52345, 4.63356
0.63000, 1.83918, 2.51953, 4.63386
0.63050, 2.01462, 2.51553, 5.06784
0.63750, 1.87678, 2.46059, 4.61799
0.64000, 1.82743, 2.44141, 4.4615
0.64051, 2.07130, 2.43752, 5.04883
0.64260, 2.22231, 2.42169, 5.38175
0.65049, 2.41066, 2.3633, 5.69711
0.65952, 2.66538, 2.29903, 6.12778
0.66000, 2.68093, 2.29568, 6.15457
0.66050, 2.57812, 2.29221, 5.90959
0.66260, 2.77054, 2.2777, 6.31047
0.67050, 2.98936, 2.22435, 6.64937
0.67760, 3.32720, 2.17798, 7.24656
0.68059, 3.82901, 2.15888, 8.26638
0.68750, 4.09426, 2.1157, 8.66224
0.68760, 4.09810, 2.11509, 8.66784
0.68956, 4.12935, 2.10308, 8.68436
0.69000, 4.13640, 2.1004, 8.68809
0.69043, 4.06039, 2.09778, 8.51782
0.69760, 4.57888, 2.05488, 9.40906
0.70000, 4.73600, 2.04082, 9.66531
0.70052, 4.76808, 2.03779, 9.71633
0.70760, 5.02195, 1.99721, 10.0299
0.71047, 5.57636, 1.98111, 11.0474
0.71760, 5.70707, 1.94194, 11.0828
0.71951, 6.16537, 1.93164, 11.9093
0.72000, 6.28308, 1.92901, 12.1201
0.72025, 6.48024, 1.92767, 12.4918
0.72760, 6.61028, 1.88892, 12.4863
0.73024, 7.05040, 1.87529, 13.2216
0.73750, 7.51559, 1.83855, 13.8178
0.73760, 7.52200, 1.83805, 13.8258
0.74000, 9.23169, 1.82615, 16.8585
0.74020, 7.81113, 1.82516, 14.2566
0.74760, 8.18975, 1.78921, 14.6532
0.74950, 8.40992, 1.78015, 14.9709
0.74979, 8.44409, 1.77877, 15.0201
0.75000, 8.46645, 1.77778, 15.0515
0.75020, 7.35286, 1.77683, 13.0648
0.75028, 8.81559, 1.77645, 15.6605
0.75040, 8.82912, 1.77588, 15.6795
0.75760, 8.74490, 1.74229, 15.2361
0.75950, 8.89862, 1.73358, 15.4265
0.75979, 8.92262, 1.73226, 15.4563
0.76000, 9.01818, 1.7313, 15.6132
0.76018, 9.44356, 1.73048, 16.3419
0.76040, 9.27291, 1.72948, 16.0373
0.76350, 9.18243, 1.71547, 15.7521
0.76379, 9.17555, 1.71416, 15.7284
0.76400, 9.19366, 1.71322, 15.7508
0.76417, 9.45586, 1.71246, 16.1928
0.76440, 9.42370, 1.71143, 16.128
0.76500, 9.44214, 1.70874, 16.1342
0.76760, 9.52205, 1.69719, 16.1607
0.76950, 9.72673, 1.68882, 16.4267
0.76979, 9.76121, 1.68755, 16.4725
0.77000, 9.99286, 1.68663, 16.8542
0.77011, 10.48340, 1.68614, 17.6765
0.77040, 10.32274, 1.68487, 17.3925
0.77320, 10.85005, 1.67269, 18.1488
0.77350, 10.91999, 1.6714, 18.2516
0.77360, 10.94949, 1.67096, 18.2962
0.77379, 11.09090, 1.67014, 18.5234
0.77400, 11.20199, 1.66924, 18.6988
0.77438, 11.12463, 1.6676, 18.5514
0.77440, 11.41367, 1.66751, 19.0324
0.77560, 12.35831, 1.66236, 20.5439
0.77750, 13.65382, 1.65424, 22.5867
0.77760, 13.72113, 1.65382, 22.6922
0.77779, 14.05203, 1.65301, 23.2281
0.77800, 14.58469, 1.65212, 24.0956
0.77811, 15.04189, 1.65165, 24.8439
0.77817, 15.43237, 1.6514, 25.4849
0.77820, 15.02042, 1.65127, 24.8027
0.77840, 15.04593, 1.65042, 24.8321
0.77871, 15.29651, 1.64911, 25.2256
0.77948, 16.04105, 1.64585, 26.4011
0.77960, 16.15387, 1.64534, 26.5787
0.77979, 16.63730, 1.64454, 27.3607
0.77990, 17.09370, 1.64408, 28.1034
0.78000, 17.36742, 1.64366, 28.5461
0.78017, 17.96852, 1.64294, 29.5212
0.78040, 18.16800, 1.64197, 29.8313
0.78059, 18.39342, 1.64117, 30.1868
0.78079, 18.61971, 1.64033, 30.5425
0.78100, 18.70267, 1.63945, 30.6621
0.78140, 19.00943, 1.63777, 31.1331
0.78160, 19.21468, 1.63693, 31.4531
0.78163, 19.26361, 1.63681, 31.5308
0.78179, 19.49558, 1.63614, 31.8974
0.78200, 19.51737, 1.63526, 31.916
0.78213, 19.28550, 1.63472, 31.5263
0.78223, 18.80432, 1.6343, 30.7318
0.78240, 19.24945, 1.63359, 31.4457
0.78252, 19.29009, 1.63309, 31.5024
0.78279, 19.37206, 1.63196, 31.6144
0.78290, 19.34747, 1.6315, 31.5654
0.78300, 18.88315, 1.63108, 30.8
0.78320, 17.51745, 1.63025, 28.5579
0.78340, 18.21596, 1.62942, 29.6814
0.78351, 18.16503, 1.62896, 29.5901
0.78360, 18.11474, 1.62859, 29.5014
0.78379, 17.95418, 1.6278, 29.2258
0.78400, 17.37078, 1.62693, 28.261
0.78424, 17.01961, 1.62593, 27.6727
0.78440, 17.06267, 1.62527, 27.7314
0.78500, 15.57022, 1.62278, 25.2671
0.78540, 14.70865, 1.62113, 23.8447
0.78551, 14.47749, 1.62068, 23.4633
0.78560, 14.29268, 1.62031, 23.1585
0.78579, 14.06117, 1.61952, 22.7724
0.78600, 13.23948, 1.61866, 21.4302
0.78604, 12.93056, 1.61849, 20.928
0.78618, 13.50660, 1.61792, 21.8525
0.78640, 13.12601, 1.61701, 21.2249
0.78760, 12.58515, 1.61209, 20.2884
0.78820, 12.18298, 1.60963, 19.6101
0.78920, 11.50828, 1.60556, 18.4772
0.78950, 10.28934, 1.60434, 16.5076
0.78960, 9.88980, 1.60393, 15.8626
0.78979, 9.26884, 1.60316, 14.8594
0.79000, 9.30908, 1.60231, 14.916
0.79009, 9.58830, 1.60194, 15.3599
0.79010, 9.62226, 1.6019, 15.4139
0.79040, 9.55384, 1.60069, 15.2927
0.79050, 9.51500, 1.60028, 15.2267
0.79160, 9.08784, 1.59584, 14.5027
0.79320, 7.58238, 1.58941, 12.0515
0.79349, 7.59868, 1.58824, 12.0686
0.79379, 7.62576, 1.58704, 12.1024
0.79400, 7.73677, 1.5862, 12.2721
0.79414, 7.56860, 1.58564, 12.0011
0.79440, 7.65001, 1.58461, 12.1223
0.79760, 6.85693, 1.57192, 10.7785
0.79949, 6.78703, 1.56449, 10.6183
0.79979, 6.77794, 1.56332, 10.5961
0.80000, 6.92387, 1.5625, 10.8185
0.80002, 6.92867, 1.56242, 10.8255
0.80040, 6.77460, 1.56094, 10.5747
0.80760, 5.87209, 1.53323, 9.00327
0.80949, 5.77621, 1.52608, 8.81495
0.80979, 5.76200, 1.52495, 8.78675
0.81000, 5.76471, 1.52416, 8.78633
0.81014, 5.66236, 1.52363, 8.62735
0.81040, 5.62342, 1.52265, 8.56252
0.81250, 5.44421, 1.51479, 8.24685
0.81760, 5.00889, 1.49595, 7.49307
0.81949, 4.98327, 1.48906, 7.4204
0.82000, 4.97676, 1.48721, 7.40149
0.82002, 5.20454, 1.48714, 7.73987
0.82760, 4.36986, 1.46002, 6.38009
0.82997, 4.45226, 1.45169, 6.46332
0.83750, 3.85340, 1.42571, 5.49382
0.83760, 3.84545, 1.42537, 5.48118
0.83910, 3.64889, 1.42028, 5.18243
0.83947, 3.69744, 1.41902, 5.24675
0.84000, 3.76713, 1.41723, 5.3389
0.84320, 3.47328, 1.4065, 4.88516
0.84760, 3.34969, 1.39193, 4.66254
0.84924, 3.14150, 1.38656, 4.35588
0.85760, 2.97234, 1.35966, 4.04137
0.85960, 3.19798, 1.35334, 4.32796
0.86250, 2.99413, 1.34426, 4.02488
0.86760, 2.63553, 1.3285, 3.5013
0.86950, 2.47022, 1.3227, 3.26736
0.87760, 2.27526, 1.29839, 2.95419
0.87945, 2.26273, 1.29294, 2.92557
0.87984, 2.26014, 1.29179, 2.91963
0.88000, 2.25703, 1.29132, 2.91455
0.88750, 1.98670, 1.26959, 2.52229
0.88760, 1.98310, 1.2693, 2.51716
0.88972, 1.89710, 1.26326, 2.39653
0.89320, 1.98922, 1.25344, 2.49336
0.89760, 1.76211, 1.24118, 2.18709
0.90004, 1.76892, 1.23446, 2.18366
0.90760, 1.67315, 1.21398, 2.03117
0.91000, 1.57469, 1.20758, 1.90157
0.91002, 1.57385, 1.20753, 1.90047
0.91500, 1.50171, 1.19442, 1.79368
0.91760, 1.46471, 1.18766, 1.73958
0.91943, 1.41715, 1.18294, 1.6764
0.91956, 1.41376, 1.18261, 1.67192
0.92000, 1.52625, 1.18147, 1.80323
0.92760, 1.32076, 1.16219, 1.53498
0.93011, 1.35979, 1.15593, 1.57182
0.93760, 1.18070, 1.13754, 1.34309
0.93945, 1.24033, 1.13306, 1.40537
0.94000, 1.25809, 1.13173, 1.42382
0.94219, 1.25931, 1.12648, 1.41859
0.94760, 1.08959, 1.11365, 1.21343
0.94945, 1.15095, 1.10932, 1.27677
0.95000, 1.16920, 1.10803, 1.29551
0.95184, 1.14956, 1.10375, 1.26883
0.95400, 1.10041, 1.09876, 1.20909
0.95500, 1.07844, 1.09646, 1.18247
0.95600, 1.05733, 1.09417, 1.1569
0.95745, 1.12295, 1.09086, 1.22498
0.95760, 1.12975, 1.09052, 1.23201
0.95800, 1.10597, 1.0896, 1.20507
0.96000, 1.14217, 1.08507, 1.23933
0.96152, 1.16973, 1.08164, 1.26523
0.96300, 0.98309, 1.07832, 1.06009
0.96760, 1.04334, 1.06809, 1.11438
0.96946, 1.03046, 1.064, 1.09641
0.97000, 1.02660, 1.06281, 1.09108
0.97100, 1.03001, 1.06062, 1.09245
0.97760, 1.03905, 1.04635, 1.08721
0.98000, 1.08035, 1.04123, 1.1249
0.98400, 0.84472, 1.03278, 0.872414
0.98402, 0.90958, 1.03274, 0.939362
0.98410, 0.90913, 1.03257, 0.938745
0.98421, 0.90839, 1.03234, 0.937771
0.98500, 0.84366, 1.03069, 0.869551
0.98558, 0.86662, 1.02948, 0.892165
0.98750, 0.94934, 1.02548, 0.973526
0.98760, 0.95370, 1.02527, 0.977799
0.99000, 0.98578, 1.0203, 1.0058
0.99300, 1.00152, 1.01415, 1.01569
0.99400, 1.01414, 1.01211, 1.02642
0.99760, 1.17841, 1.00482, 1.18409
1.00000, 1.28743, 1, 1.28743
1.00200, 1.21652, 0.996012, 1.21167
1.00300, 1.24341, 0.994027, 1.23598
1.00371, 1.32350, 0.992621, 1.31373
1.00391, 1.31582, 0.992226, 1.30559
1.00400, 1.33791, 0.992048, 1.32727
1.00425, 1.39842, 0.991554, 1.38661
1.00464, 1.40464, 0.990784, 1.3917
1.00496, 1.41746, 0.990153, 1.4035
1.00500, 1.41936, 0.990075, 1.40527
1.00660, 1.48588, 0.98693, 1.46646
1.00700, 1.50828, 0.986146, 1.48738
1.00862, 2.18169, 0.98298, 2.14456
1.01000, 2.38555, 0.980296, 2.33855
1.01017, 2.52534, 0.979966, 2.47475
1.01027, 2.56136, 0.979772, 2.50955
1.01030, 2.49776, 0.979714, 2.44709
1.01034, 2.41239, 0.979636, 2.36327
1.01070, 2.91542, 0.978939, 2.85402
1.01076, 2.99928, 0.978822, 2.93576
1.01086, 3.14299, 0.978629, 3.07582
1.01100, 3.27799, 0.978358, 3.20705
1.01130, 3.49135, 0.977777, 3.41376
1.01276, 5.11864, 0.97496, 4.99047
1.01300, 5.79143, 0.974498, 5.64374
1.01388, 6.81776, 0.972807, 6.63237
1.01500, 9.43127, 0.970662, 9.15457
1.01525, 10.14716, 0.970184, 9.84461
1.01543, 10.67349, 0.96984, 10.3516
1.01566, 11.58305, 0.969401, 11.2286
1.01570, 11.74122, 0.969324, 11.381
1.01575, 11.93964, 0.969229, 11.5722
1.01599, 13.82994, 0.968771, 13.398
1.01607, 14.30754, 0.968618, 13.8585
1.01620, 15.08235, 0.968371, 14.6053
1.01637, 16.09538, 0.968047, 15.5811
1.01654, 17.66207, 0.967723, 17.092
1.01668, 19.35854, 0.967456, 18.7285
1.01673, 19.68035, 0.967361, 19.038
1.01678, 19.98223, 0.967266, 19.3281
1.01685, 20.41182, 0.967133, 19.7409
1.01694, 21.14228, 0.966962, 20.4438
1.01700, 21.47380, 0.966848, 20.7619
1.01709, 22.36159, 0.966677, 21.6164
1.01710, 22.52055, 0.966658, 21.7697
1.01716, 23.47441, 0.966544, 22.689
1.01726, 25.01183, 0.966354, 24.1703
1.01759, 29.19850, 0.965727, 28.1978
1.01765, 30.20412, 0.965613, 29.1655
1.01766, 30.35742, 0.965594, 29.3129
1.01772, 31.27712, 0.96548, 30.1974
1.01782, 32.61978, 0.965291, 31.4876
1.01798, 34.79933, 0.964987, 33.5809
1.01800, 35.15911, 0.964949, 33.9268
1.01810, 36.76637, 0.96476, 35.4707
1.01814, 37.40925, 0.964684, 36.0881
1.01821, 39.17207, 0.964551, 37.7835
1.01828, 40.92831, 0.964419, 39.472
1.01832, 42.04514, 0.964343, 40.5459
1.01848, 43.16968, 0.96404, 41.6173
1.01862, 44.20921, 0.963775, 42.6077
1.01864, 44.33669, 0.963737, 42.7289
1.01868, 44.59188, 0.963661, 42.9715
1.01878, 45.22235, 0.963472, 43.5705
1.01881, 44.94947, 0.963415, 43.305
1.01887, 46.38056, 0.963302, 44.6785
1.01896, 47.73830, 0.963132, 45.9783
1.01900, 48.77336, 0.963056, 46.9715
1.01907, 51.33760, 0.962924, 49.4342
1.01910, 51.21821, 0.962867, 49.3163
1.01914, 51.05903, 0.962792, 49.1592
1.01921, 49.97977, 0.962659, 48.1135
1.01925, 49.68513, 0.962584, 47.8261
1.01944, 48.22998, 0.962225, 46.4081
1.01951, 48.63771, 0.962093, 46.794
1.01962, 47.52246, 0.961885, 45.7112
1.01964, 47.31957, 0.961848, 45.5142
1.01968, 46.71520, 0.961772, 44.9294
1.01969, 46.70317, 0.961753, 44.9169
1.01979, 46.60564, 0.961565, 44.8143
1.02000, 44.92471, 0.961169, 43.1802
1.02006, 44.62208, 0.961056, 42.8843
1.02013, 44.24064, 0.960924, 42.5119
1.02043, 39.21917, 0.960359, 37.6645
1.02058, 38.70239, 0.960077, 37.1573
1.02060, 38.63740, 0.960039, 37.0934
1.02065, 35.69761, 0.959945, 34.2677
1.02076, 33.66329, 0.959738, 32.3079
